Date,Hour,Light (kWh),Fan (kWh),AC (kWh),Lift (kWh),Computers (kWh),Other (kWh)
2024-01-10,7,1.08,0.305,0.0,0.005,0.84,0.162
2024-01-10,8,0.43999999999999995,0.265,0.0,0.005,0.8999999999999999,0.17
2024-01-10,9,7.640000000000001,0.785,4.2,0.716,36.63,0.986
2024-01-10,10,6.879999999999999,0.805,3.57,0.927,25.74,0.262
2024-01-10,11,8.24,0.625,4.665,0.083,41.07,0.73
2024-01-10,12,6.680000000000001,0.98,9.84,0.013,28.709999999999997,0.952
2024-01-10,13,11.0,0.9750000000000001,8.495000000000001,0.921,38.34,0.654
2024-01-10,14,4.16,0.8400000000000001,7.91,0.72,41.37,0.256
2024-01-10,15,10.84,0.8799999999999999,5.48,0.863,39.99,0.396
2024-01-10,16,11.84,0.74,6.54,0.08,42.18,0.978
2024-01-10,17,10.88,0.9450000000000001,4.415,0.138,30.42,0.926
2024-01-10,18,7.08,0.97,2.105,0.62,41.879999999999995,0.664
2024-01-10,19,0.48,0.14500000000000002,0.0,0.005,2.4,0.194
2024-01-10,20,0.64,0.245,0.0,0.005,0.84,0.112
2024-01-10,21,1.7599999999999998,0.17500000000000002,0.0,0.005,1.68,0.178
2024-01-10,22,1.7999999999999998,0.29000000000000004,0.0,0.005,1.05,0.114
2024-01-10,23,0.4,0.32,0.0,0.005,2.0700000000000003,0.13
2024-01-11,0,1.88,0.17,0.0,0.005,2.4,0.082
2024-01-11,1,0.9199999999999999,0.155,0.0,0.005,0.72,0.058
2024-01-11,2,1.96,0.17,0.0,0.005,0.6599999999999999,0.19
2024-01-11,3,1.7599999999999998,0.39,0.0,0.005,2.76,0.076
2024-01-11,4,0.8799999999999999,0.16,0.0,0.005,2.1,0.106
2024-01-11,5,1.32,0.32,0.0,0.005,1.38,0.148
2024-01-11,6,1.1600000000000001,0.13,0.0,0.005,0.99,0.18
2024-01-11,7,0.56,0.2,0.0,0.005,1.26,0.08
2024-01-11,8,1.24,0.16,0.0,0.005,2.0700000000000003,0.056
2024-01-11,9,10.920000000000002,0.795,3.43,0.977,41.25,0.982
2024-01-11,10,7.76,0.675,2.51,0.801,40.620000000000005,0.524
2024-01-11,11,9.879999999999999,0.5,5.42,0.042,39.99,0.554
2024-01-11,12,10.16,0.875,9.43,0.284,36.3,0.456
2024-01-11,13,5.8,0.99,6.065,0.683,34.98,0.242
2024-01-11,14,5.48,0.6950000000000001,9.14,0.966,29.97,0.968
2024-01-11,15,10.36,0.895,9.755,0.574,27.900000000000002,0.458
2024-01-11,16,7.32,0.95,5.255,0.192,43.71,0.604
2024-01-11,17,6.28,0.5750000000000001,4.8149999999999995,0.015,37.470000000000006,0.66
2024-01-11,18,10.08,0.735,2.415,0.629,37.35,0.774
2024-01-11,19,2.0,0.31,0.0,0.005,1.74,0.07
2024-01-11,20,1.92,0.135,0.0,0.005,1.2899999999999998,0.146
2024-01-11,21,0.43999999999999995,0.22999999999999998,0.0,0.005,2.76,0.068
2024-01-11,22,1.32,0.245,0.0,0.005,2.13,0.172
2024-01-11,23,1.08,0.135,0.0,0.005,1.83,0.2
2024-01-12,0,0.8799999999999999,0.255,0.0,0.005,2.49,0.092
2024-01-12,1,1.52,0.34500000000000003,0.0,0.005,2.1,0.126
2024-01-12,2,0.8400000000000001,0.2,0.0,0.005,1.71,0.11
2024-01-12,3,0.48,0.14,0.0,0.005,2.43,0.168
2024-01-12,4,1.48,0.11499999999999999,0.0,0.005,2.94,0.09
2024-01-12,5,0.4,0.305,0.0,0.005,2.76,0.092
2024-01-12,6,1.56,0.315,0.0,0.005,2.1,0.158
2024-01-12,7,1.1600000000000001,0.26,0.0,0.005,2.31,0.1
2024-01-12,8,1.4000000000000001,0.18,0.0,0.005,0.69,0.196
2024-01-12,9,7.76,0.6,2.68,0.82,31.349999999999998,0.676
2024-01-12,10,10.8,0.535,3.865,0.512,28.65,0.232
2024-01-12,11,8.24,0.715,3.6799999999999997,0.018,36.24,0.986
2024-01-12,12,7.5600000000000005,0.6900000000000001,5.965,0.229,30.33,0.582
2024-01-12,13,7.0,0.77,6.5649999999999995,0.526,25.53,0.304
2024-01-12,14,11.959999999999999,0.665,7.845,0.582,30.78,0.262
2024-01-12,15,8.88,0.625,5.875,0.848,41.55,0.472
2024-01-12,16,7.76,0.62,6.915,0.035,26.64,0.282
2024-01-12,17,4.92,0.645,4.76,0.297,39.269999999999996,0.536
2024-01-12,18,4.0,0.8200000000000001,5.004999999999999,0.599,28.5,0.92
2024-01-12,19,1.0,0.17,0.0,0.005,1.26,0.15
2024-01-12,20,1.12,0.295,0.0,0.005,1.1099999999999999,0.062
2024-01-12,21,1.24,0.24,0.0,0.005,2.04,0.082
2024-01-12,22,0.8799999999999999,0.12,0.0,0.005,2.4,0.13
2024-01-12,23,0.9199999999999999,0.375,0.0,0.005,0.84,0.15
2024-01-13,0,1.32,0.17,0.0,0.005,2.5500000000000003,0.11
2024-01-13,1,0.8799999999999999,0.335,0.0,0.005,2.79,0.2
2024-01-13,2,1.28,0.155,0.0,0.005,1.5,0.122
2024-01-13,3,1.56,0.38,0.0,0.005,2.97,0.1
2024-01-13,4,1.7999999999999998,0.335,0.0,0.005,0.7799999999999999,0.106
2024-01-13,5,1.7599999999999998,0.165,0.0,0.005,2.37,0.044
2024-01-13,6,2.0,0.28500000000000003,0.0,0.005,1.5899999999999999,0.154
2024-01-13,7,1.8399999999999999,0.295,0.0,0.005,2.73,0.042
2024-01-13,8,1.04,0.265,0.0,0.005,1.5299999999999998,0.17
2024-01-13,9,10.600000000000001,0.5,2.79,0.624,43.17,0.64
2024-01-13,10,11.399999999999999,0.525,5.164999999999999,0.903,32.04,0.796
2024-01-13,11,5.68,0.64,4.47,0.283,31.26,0.41
2024-01-13,12,9.24,0.885,6.665,0.262,27.720000000000002,0.576
2024-01-13,13,4.8,0.755,5.255,0.932,31.83,0.89
2024-01-13,14,8.040000000000001,0.97,9.915000000000001,0.516,38.61,0.416
2024-01-13,15,11.6,0.56,7.46,0.781,26.28,0.63
2024-01-13,16,7.08,0.605,6.375,0.232,40.800000000000004,0.774
2024-01-13,17,4.680000000000001,0.8550000000000001,7.705,0.04,40.83,0.414
2024-01-13,18,9.8,0.8300000000000001,5.324999999999999,0.926,38.4,0.712
2024-01-13,19,1.24,0.235,0.0,0.005,2.79,0.074
2024-01-13,20,1.04,0.34,0.0,0.005,2.73,0.168
2024-01-13,21,1.24,0.125,0.0,0.005,1.98,0.14
2024-01-13,22,1.12,0.33,0.0,0.005,2.76,0.092
2024-01-13,23,1.6,0.34,0.0,0.005,1.71,0.15
2024-01-14,0,1.96,0.2,0.0,0.005,2.0700000000000003,0.108
2024-01-14,1,1.2,0.385,0.0,0.005,1.68,0.182
2024-01-14,2,0.76,0.34500000000000003,0.0,0.005,0.72,0.058
2024-01-14,3,1.32,0.14,0.0,0.005,1.9500000000000002,0.19
2024-01-14,4,0.96,0.275,0.0,0.005,2.28,0.148
2024-01-14,5,0.56,0.165,0.0,0.005,1.74,0.088
2024-01-14,6,1.04,0.31,0.0,0.005,2.13,0.116
2024-01-14,7,0.48,0.17,0.0,0.005,2.34,0.116
2024-01-14,8,1.52,0.1,0.0,0.005,1.41,0.174
2024-01-14,9,11.28,0.8,2.5,0.66,40.74,0.884
2024-01-14,10,7.279999999999999,0.625,2.84,0.844,25.5,0.828
2024-01-14,11,4.32,0.935,3.4350000000000005,0.237,24.93,0.928
2024-01-14,12,8.2,0.51,7.455,0.013,41.13,0.212
2024-01-14,13,6.5600000000000005,0.8500000000000001,7.685,0.521,43.92,0.32
2024-01-14,14,6.800000000000001,0.615,6.989999999999999,0.591,30.029999999999998,0.804
2024-01-14,15,11.84,0.665,6.01,0.635,30.900000000000002,0.32
2024-01-14,16,7.0,0.635,4.535,0.024,36.66,0.314
2024-01-14,17,7.119999999999999,0.5800000000000001,6.36,0.114,35.25,0.688
2024-01-14,18,4.680000000000001,0.54,2.18,0.984,35.13,0.746
2024-01-14,19,1.6400000000000001,0.195,0.0,0.005,2.88,0.164
2024-01-14,20,1.2,0.28500000000000003,0.0,0.005,2.31,0.168
2024-01-14,21,1.28,0.31,0.0,0.005,0.96,0.166
2024-01-14,22,1.6800000000000002,0.22999999999999998,0.0,0.005,2.67,0.154
2024-01-14,23,1.88,0.25,0.0,0.005,0.84,0.14
2024-01-15,0,0.6,0.22999999999999998,0.0,0.005,1.98,0.082
2024-01-15,1,1.6800000000000002,0.335,0.0,0.005,2.94,0.124
2024-01-15,2,1.7199999999999998,0.165,0.0,0.005,2.6399999999999997,0.164
2024-01-15,3,1.7599999999999998,0.325,0.0,0.005,0.6599999999999999,0.102
2024-01-15,4,1.56,0.17,0.0,0.005,2.73,0.07
2024-01-15,5,0.72,0.20500000000000002,0.0,0.005,2.1599999999999997,0.172
2024-01-15,6,1.56,0.26,0.0,0.005,1.98,0.126
2024-01-15,7,1.04,0.28,0.0,0.005,1.3499999999999999,0.124
2024-01-15,8,1.36,0.395,0.0,0.005,1.8599999999999999,0.084
2024-01-15,9,10.72,0.98,4.765,0.774,24.84,0.744
2024-01-15,10,10.52,0.615,5.45,0.579,29.49,0.912
2024-01-15,11,6.48,0.62,3.365,0.043,32.34,0.346
2024-01-15,12,10.88,0.665,4.485,0.108,36.18,0.25
2024-01-15,13,9.719999999999999,0.5650000000000001,5.365,0.623,27.18,0.586
2024-01-15,14,4.36,0.9199999999999999,6.3100000000000005,0.891,32.79,0.922
2024-01-15,15,8.16,0.505,6.265,0.861,40.74,0.682
2024-01-15,16,4.88,0.56,5.17,0.07,24.12,0.46
2024-01-15,17,4.04,0.68,5.81,0.209,30.54,0.918
2024-01-15,18,10.760000000000002,0.94,4.115,0.705,30.749999999999996,0.788
2024-01-15,19,0.56,0.1,0.0,0.005,1.14,0.068
2024-01-15,20,0.64,0.27,0.0,0.005,2.37,0.136
2024-01-15,21,1.44,0.325,0.0,0.005,0.8999999999999999,0.052
2024-01-15,22,1.04,0.265,0.0,0.005,1.5299999999999998,0.042
2024-01-15,23,1.2,0.32,0.0,0.005,2.6399999999999997,0.168
2024-01-16,0,1.52,0.19,0.0,0.005,2.43,0.07
2024-01-16,1,1.4000000000000001,0.125,0.0,0.005,2.04,0.15
2024-01-16,2,2.0,0.2,0.0,0.005,1.83,0.104
2024-01-16,3,0.6,0.22999999999999998,0.0,0.005,2.97,0.144
2024-01-16,4,1.7999999999999998,0.335,0.0,0.005,2.97,0.154
2024-01-16,5,1.4000000000000001,0.37,0.0,0.005,0.8999999999999999,0.088
2024-01-16,6,1.7599999999999998,0.235,0.0,0.005,1.68,0.142
2024-01-16,7,0.76,0.39,0.0,0.005,1.83,0.092
2024-01-16,8,1.48,0.10500000000000001,0.0,0.005,0.6,0.128
2024-01-16,9,7.960000000000001,0.78,2.67,0.637,43.71,0.674
2024-01-16,10,9.120000000000001,0.9950000000000001,5.125,0.853,27.78,0.81
2024-01-16,11,10.64,0.715,3.265,0.054,29.13,0.894
2024-01-16,12,7.32,0.8400000000000001,5.9350000000000005,0.048,26.4,0.448
2024-01-16,13,5.12,0.72,6.345,0.651,42.45,0.464
